index,pid,agg_cluster,x,y,cluster_7,conversation_id,construct,construct_bipolar,survey_id,survey_name,survey_endTime,pole_a,pole_b
626,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,144,10.774834,4.755518,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,HOW'BOOTHING,not HOW'BOOTHING,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,HOW'BOOTHING,not HOW'BOOTHING
626,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,144,10.774834,4.755518,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,How'boothing,not How'boothing,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,How'boothing,not How'boothing
626,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,144,10.774834,4.755518,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Ofcord,not Ofcord,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Ofcord,not Ofcord
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocick*****************,not Chocick*****************,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocick*****************,not Chocick*****************
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,C*****ho*****ci*****ck*****,not C*****ho*****ci*****ck*****,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,C*****ho*****ci*****ck*****,not C*****ho*****ci*****ck*****
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocic***,not Chocic***,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocic***,not Chocic***
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocicing,not Chocicing,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocicing,not Chocicing
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,HOW***'BOOTHING*******?,not HOW***'BOOTHING*******?,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,HOW***'BOOTHING*******?,not HOW***'BOOTHING*******?
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,HOW'BOOTHING,not HOW'BOOTHING,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,HOW'BOOTHING,not HOW'BOOTHING
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,How'boothing,not How'boothing,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,How'boothing,not How'boothing
627,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.765254,4.7433977,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Ofcord,not Ofcord,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Ofcord,not Ofcord
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocick*****************,not Chocick*****************,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocick*****************,not Chocick*****************
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,C*****ho*****ci*****ck*****,not C*****ho*****ci*****ck*****,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,C*****ho*****ci*****ck*****,not C*****ho*****ci*****ck*****
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocic***,not Chocic***,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocic***,not Chocic***
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocicing,not Chocicing,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocicing,not Chocicing
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,HOW***'BOOTHING*******?,not HOW***'BOOTHING*******?,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,HOW***'BOOTHING*******?,not HOW***'BOOTHING*******?
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,HOW'BOOTHING,not HOW'BOOTHING,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,HOW'BOOTHING,not HOW'BOOTHING
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,How'boothing,not How'boothing,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,How'boothing,not How'boothing
628,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,126,10.772805,4.7152925,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Ofcord,not Ofcord,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Ofcord,not Ofcord
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocick*****************,not Chocick*****************,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocick*****************,not Chocick*****************
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,C*****ho*****ci*****ck*****,not C*****ho*****ci*****ck*****,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,C*****ho*****ci*****ck*****,not C*****ho*****ci*****ck*****
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocic***,not Chocic***,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocic***,not Chocic***
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Chocicing,not Chocicing,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Chocicing,not Chocicing
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,HOW***'BOOTHING*******?,not HOW***'BOOTHING*******?,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,HOW***'BOOTHING*******?,not HOW***'BOOTHING*******?
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,HOW'BOOTHING,not HOW'BOOTHING,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,HOW'BOOTHING,not HOW'BOOTHING
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,How'boothing,not How'boothing,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,How'boothing,not How'boothing
629,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,2,10.985202,5.0395923,5,F2BBB94A-3908-4E83-865B-B5A2BF2B5BF7,Ofcord,not Ofcord,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,,Ofcord,not Ofcord
630,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,440,6.35941,3.663832,1,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,Personal Taste,Dislike,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.976225+00:00,Personal Taste,Dislike
630,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,440,6.35941,3.663832,1,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,Complexity of Preparation,Easy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.976225+00:00,Complexity of Preparation,Easy
630,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,440,6.35941,3.663832,1,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,Ease of Preparation,Complex,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.976225+00:00,Ease of Preparation,Complex
630,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,440,6.35941,3.663832,1,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,Healthiness,Unhealthy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.976225+00:00,Healthiness,Unhealthy
630,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,440,6.35941,3.663832,1,F5DCB25D-5F23-45B7-B6BD-34004EB3A47A,Preparation Time,Quick,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.976225+00:00,Preparation Time,Quick
631,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,618,3.4642189,3.8548133,6,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Salada Ceasar,Frozen,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Salada Ceasar,Frozen
631,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,618,3.4642189,3.8548133,6,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Feijoada,Quick Cooking,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Feijoada,Quick Cooking
631,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,618,3.4642189,3.8548133,6,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Churrasco,Steaming,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Churrasco,Steaming
631,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,618,3.4642189,3.8548133,6,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Pudim,Savory,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Pudim,Savory
631,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,618,3.4642189,3.8548133,6,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Lasanha,Heavy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Lasanha,Heavy
632,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,209,3.4577274,3.550123,2,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Salada Ceasar,Frozen,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Salada Ceasar,Frozen
632,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,209,3.4577274,3.550123,2,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Feijoada,Quick Cooking,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Feijoada,Quick Cooking
632,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,209,3.4577274,3.550123,2,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Churrasco,Steaming,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Churrasco,Steaming
632,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,209,3.4577274,3.550123,2,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Pudim,Savory,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Pudim,Savory
632,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,209,3.4577274,3.550123,2,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Lasanha,Heavy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Lasanha,Heavy
633,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,133,4.3475323,5.8282437,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Salada Ceasar,Frozen,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Salada Ceasar,Frozen
633,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,133,4.3475323,5.8282437,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Feijoada,Quick Cooking,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Feijoada,Quick Cooking
633,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,133,4.3475323,5.8282437,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Churrasco,Steaming,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Churrasco,Steaming
633,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,133,4.3475323,5.8282437,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Pudim,Savory,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Pudim,Savory
633,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,133,4.3475323,5.8282437,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Lasanha,Heavy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Lasanha,Heavy
634,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,277,4.759801,6.609381,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Salada Ceasar,Frozen,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Salada Ceasar,Frozen
634,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,277,4.759801,6.609381,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Feijoada,Quick Cooking,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Feijoada,Quick Cooking
634,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,277,4.759801,6.609381,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Churrasco,Steaming,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Churrasco,Steaming
634,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,277,4.759801,6.609381,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Pudim,Savory,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Pudim,Savory
634,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,277,4.759801,6.609381,3,F62A6489-D9BF-42FC-9409-2DBB3C7B9D64,Lasanha,Heavy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.595277+00:00,Lasanha,Heavy
635,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,4,10.164702,6.8805637,0,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,Caesar Salad,not Caesar Salad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.442419+00:00,Caesar Salad,not Caesar Salad
635,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,4,10.164702,6.8805637,0,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,Chocolate Chip Cookies,not Chocolate Chip Cookies,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.442419+00:00,Chocolate Chip Cookies,not Chocolate Chip Cookies
635,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,4,10.164702,6.8805637,0,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,Vegetable Stir Fry,not Vegetable Stir Fry,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.442419+00:00,Vegetable Stir Fry,not Vegetable Stir Fry
635,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,4,10.164702,6.8805637,0,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,Beef Tacos,not Beef Tacos,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.442419+00:00,Beef Tacos,not Beef Tacos
635,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,4,10.164702,6.8805637,0,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,Chicken Tikka Masala,not Chicken Tikka Masala,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.442419+00:00,Chicken Tikka Masala,not Chicken Tikka Masala
635,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,4,10.164702,6.8805637,0,F64C6D2B-37B2-4CA9-AEC2-E3A4C7B149DC,Spaghetti Carbonara,not Spaghetti Carbonara,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.442419+00:00,Spaghetti Carbonara,not Spaghetti Carbonara
636,F826850E-212F-4FA5-8B29-7D2558CAFBE0,156,7.096197,3.3203511,1,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Nutritional Value,Less nutrient-dense,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Nutritional Value,Less nutrient-dense
636,F826850E-212F-4FA5-8B29-7D2558CAFBE0,156,7.096197,3.3203511,1,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Delicacy,Regular,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Delicacy,Regular
636,F826850E-212F-4FA5-8B29-7D2558CAFBE0,156,7.096197,3.3203511,1,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Affordability,Expensive,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Affordability,Expensive
636,F826850E-212F-4FA5-8B29-7D2558CAFBE0,156,7.096197,3.3203511,1,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Healthiness,Unhealthy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Healthiness,Unhealthy
637,F826850E-212F-4FA5-8B29-7D2558CAFBE0,206,3.7591438,3.4315574,2,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Nutritional Value,Less nutrient-dense,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Nutritional Value,Less nutrient-dense
637,F826850E-212F-4FA5-8B29-7D2558CAFBE0,206,3.7591438,3.4315574,2,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Delicacy,Regular,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Delicacy,Regular
637,F826850E-212F-4FA5-8B29-7D2558CAFBE0,206,3.7591438,3.4315574,2,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Affordability,Expensive,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Affordability,Expensive
637,F826850E-212F-4FA5-8B29-7D2558CAFBE0,206,3.7591438,3.4315574,2,F826850E-212F-4FA5-8B29-7D2558CAFBE0,Healthiness,Unhealthy,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.494792+00:00,Healthiness,Unhealthy
638,F88426F1-B11D-46C3-971C-C18A46C187AB,608,4.579016,2.7125573,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Sabor,Insipidez,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Sabor,Insipidez
638,F88426F1-B11D-46C3-971C-C18A46C187AB,608,4.579016,2.7125573,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Variedad,Simplicidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Variedad,Simplicidad
638,F88426F1-B11D-46C3-971C-C18A46C187AB,608,4.579016,2.7125573,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Dificultad,Facilidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Dificultad,Facilidad
638,F88426F1-B11D-46C3-971C-C18A46C187AB,608,4.579016,2.7125573,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Complejidad,Facilidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Complejidad,Facilidad
639,F88426F1-B11D-46C3-971C-C18A46C187AB,230,3.770751,1.4121959,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Sabor,Insipidez,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Sabor,Insipidez
639,F88426F1-B11D-46C3-971C-C18A46C187AB,230,3.770751,1.4121959,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Variedad,Simplicidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Variedad,Simplicidad
639,F88426F1-B11D-46C3-971C-C18A46C187AB,230,3.770751,1.4121959,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Dificultad,Facilidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Dificultad,Facilidad
639,F88426F1-B11D-46C3-971C-C18A46C187AB,230,3.770751,1.4121959,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Complejidad,Facilidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Complejidad,Facilidad
640,F88426F1-B11D-46C3-971C-C18A46C187AB,241,3.758852,1.4330307,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Sabor,Insipidez,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Sabor,Insipidez
640,F88426F1-B11D-46C3-971C-C18A46C187AB,241,3.758852,1.4330307,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Variedad,Simplicidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Variedad,Simplicidad
640,F88426F1-B11D-46C3-971C-C18A46C187AB,241,3.758852,1.4330307,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Dificultad,Facilidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Dificultad,Facilidad
640,F88426F1-B11D-46C3-971C-C18A46C187AB,241,3.758852,1.4330307,2,F88426F1-B11D-46C3-971C-C18A46C187AB,Complejidad,Facilidad,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:21.174890+00:00,Complejidad,Facilidad
641,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,89,1.7347671,5.123042,4,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Base ingredient,Garnish,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Base ingredient,Garnish
641,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,89,1.7347671,5.123042,4,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Meat type,Vegetable type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Meat type,Vegetable type
641,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,89,1.7347671,5.123042,4,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Texture,Smoothness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Texture,Smoothness
641,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,89,1.7347671,5.123042,4,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Type of carbohydrate,Protein source,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Type of carbohydrate,Protein source
641,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,89,1.7347671,5.123042,4,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Base ingredient,Garnish,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Base ingredient,Garnish
642,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,64,2.6393378,6.601668,3,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Base ingredient,Garnish,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Base ingredient,Garnish
642,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,64,2.6393378,6.601668,3,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Meat type,Vegetable type,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Meat type,Vegetable type
642,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,64,2.6393378,6.601668,3,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Texture,Smoothness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Texture,Smoothness
642,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,64,2.6393378,6.601668,3,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Type of carbohydrate,Protein source,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Type of carbohydrate,Protein source
642,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,64,2.6393378,6.601668,3,F9781F39-5FCE-47B3-BD2A-237CE86DC8D5,Base ingredient,Garnish,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.460556+00:00,Base ingredient,Garnish
643,FA994971-BEFF-43EE-BDF7-7DD284CC4E8E,228,9.499525,6.0958605,0,FA994971-BEFF-43EE-BDF7-7DD284CC4E8E,Consistency,not Consistency,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.290098+00:00,Consistency,not Consistency
643,FA994971-BEFF-43EE-BDF7-7DD284CC4E8E,228,9.499525,6.0958605,0,FA994971-BEFF-43EE-BDF7-7DD284CC4E8E,Innovative,not Innovative,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.290098+00:00,Innovative,not Innovative
